index,model_name,question,reference_answer,model_answer,error
42,meta-llama/Llama-3.2-3B-Instruct,Tahrik nedir?,"Tahrik, bir kişinin aklının ve iradesinin bir suç işlemekten ciddi bir şekilde etkilenmesi sonucu, işlediği suçun cezasının hafifletilmesine neden olabilen bir durumdur.","Tahrik, bir kişi veya bir grup kişinin bir başka kişiye veya gruplara karşı bir dava açarak, bu kişilere veya gruplara karşı bir dava açma yetkisini kazandırmak için bir dava açmasıdır.",
43,meta-llama/Llama-3.2-3B-Instruct,"Anayasa madde 68'e göre, siyasi partiler kurma hakkının sınırlandırılması hangi koşullarda yapılabilir","Anayasa madde 68'e göre, siyasi partiler kurma hakkının sınırlandırılması, ancak kanunla ve demokratik toplum düzeninin gereklerine uygun olarak yapılabilir. bu sınırlamalar, bu hakkı ihlal etmemeli ve ölçülülük ilkesine uygun olmalıdır.","Anayasa madde 68'e göre, siyasi partiler kurma hakkının sınırlandırılması, kamuoyu huzursuzluğuna, siyasi partilerin bir araya gelerek bir tek partiye dönüşmesi, siyasi partilerin bir partinin diğer partilere karşı bir dizi yolsuzluk ve haksızlıklara yol açması, siyasi partilerin bir partinin diğer partilere karşı bir dizi yolsuzluk ve haksızlıklara yol açması, siyasi",
44,meta-llama/Llama-3.2-3B-Instruct,Anayasanın 84. Maddesiyle İlgili Tartışmalar Nelerdir?,Milletvekilliğinin düşme sebepleri ve süreçlerinin sınırları ve uygulanması üzerine tartışmalar olabilir.,"Anayasanın 84. Maddesi, Anayasanın 84. Maddesi ile ilgili tartışılmaz. Anayasanın 84. Maddesi, Anayasanın 84. Maddesi ile ilgili tartışılmaz. Anayasanın 84. Maddesi, Anayasanın 84. Maddesi ile ilgili tartışılmaz. Anayasanın 84. Maddesi, Anayasanın 84. Maddesi ile ilgili tart",
45,meta-llama/Llama-3.2-3B-Instruct,Dedemden kalan malın paylaşımı hakkında sorun yaşıyoruz. ne yapmalıyız?,"Miras paylaşımı konusunda zorlanıyorsanız, miras hukukunda uzman bir avukattan profesyonel yardım almanız yararlı olacaktır.","Dedemden kalan malın paylaşımını düzenlemek için, malın varlığı ve pay paylaşımlarının niteliği hakkında bilgi toplayın. Malın varlığı ve pay paylaşımlarını düzenlemek için, malın varlığı ve pay paylaşımlarını düzenlemek için, malın varlığı ve pay paylaşımlarını düzenlemek için, malın varlığı ve pay paylaşımlarını düzenlemek için,",
46,meta-llama/Llama-3.2-3B-Instruct,"Anayasa madde 101, cumhurbaşkanının seçilme koşullarının sınırlandırılmasını nasıl düzenler","Anayasa madde 101, cumhurbaşkanının seçilme koşullarının sınırlandırılmasını, kırk yaşını doldurmuş, yükseköğrenim yapmış, milletvekili seçilme yeterliliğine sahip türkiye cumhuriyeti vatandaşı olma şartı ile düzenler. bu sınırlamalar, cumhurbaşkanının seçilme koşullarını ihlal etmemeli ve ölçülülük ilkesine uygun olmalıdır. bu hüküm, cumhurbaşkanının seçilme koşullarının korunmasını ve sınırlamaların keyfi olmamasını sağlar.","Anayasa madde 101, cumhurbaşkanının seçilme koşullarının sınırlandırılmasını düzenler.",
47,meta-llama/Llama-3.2-3B-Instruct,TBMM'nin Bilgi Edinme ve Denetim Yetkisi Hangi Anayasa Maddesinde Belirtilmiştir?,98. maddede.,94. maddede belirlenmiştir.,
48,meta-llama/Llama-3.2-3B-Instruct,"Tüketici, satın aldığı ayıplı mal için hangi haklara sahiptir?","6502 sayılı Tüketicinin Korunması Hakkında Kanun'a göre, tüketici, satın aldığı ayıplı mal için ücretsiz onarım, malın değiştirilmesi, bedel indirimi veya bedel iadesi talep edebilir. Yargıtay içtihatları, tüketicinin bu haklarını kullanabilmesi için ayıbın varlığını ispatlaması gerektiğini vurgular.","Tüketici, satın aldığı ayıplı mal için tüketici haklarına sahiptir. Bu haklar arasında malın değiştirilme, iade veya bedelsiz devir hakkı yer alır.",
49,meta-llama/Llama-3.2-3B-Instruct,Herhangi bir gerçek veya tüzel kişi aynı zamanda hem veri sorumlusu hem de veri işleyen olabilir mi?,"Veri sorumlusu, kişisel verilerin işleme amaçlarını ve vasıtalarını belirleyen, veri kayıt sisteminin kurulmasından ve yönetilmesinden sorumlu olan gerçek veya tüzel kişidir. bu kişiler, gerçek kişiler olabileceği gibi, kamu kurumları, şirketler, dernekler veya vakıflar gibi tüzel kişiler de olabilecektir.","Hayır, veri sorumlusu ve veri işleyicisi olarak aynı kişi olamaz. Veri sorumlusu, veri işleme faaliyetini gerçekleştiren gerçek veya tüzel kişiye aittir. Veri işleyicisi ise veri işleme faaliyetini gerçekleştiren gerçek veya tüzel kişi olabilir.",
50,meta-llama/Llama-3.2-3B-Instruct,İdarenin bazı görevleri kanunla düzenlenmemiş ve bir bütün olarak ele alınmamıştır. Bu durum Anayasanın 123. Maddesi ile nasıl çelişir?,"Anayasanın 123. Maddesi, idarenin tüm görevlerinin kanunla düzenlenmesini ve bir bütün olarak ele alınmasını öngörür. Bu durum maddeye aykırıdır.","Anayasanın 123. Maddesi, idarenin görev ve yetkileri ile kanunlar arasında çelişki oluşturur. Bu maddedeki düzenleme, idarenin bazı görevleri kanunla düzenlenmemiş ve bir bütün olarak ele alınmamıştır. Bu durum Anayasanın 123. Maddesi ile çelişir.",
51,meta-llama/Llama-3.2-3B-Instruct,İdari yargı nedir?,"Hukuki dinlenilme hakkı, tarafların yargılama sürecinde savunmalarını yapabilme ve delillerini sunabilme hakkıdır.","İdari yargı, idari yollarla ve idari yargı organları tarafından yargılanan ve yargılandığı hukuki durumlardır. İdari yargı, idari yolların ve idari yargı organlarının yetkisi ve yetki sınırları ile belirlenir. İdari yargı, idari yolların ve idari yargı organlarının yetki sınırları",
52,meta-llama/Llama-3.2-3B-Instruct,"Bir belediye başkanı, resmi toplantılarda başka bir dili kullanmayı zorunlu hale getirmiştir. Bu uygulama Anayasanın 3. Maddesi'ne aykırı mıdır?","Evet, Anayasanın 3. Maddesi Türkiye Devleti'nin resmi dilinin Türkçe olduğunu belirtir. Resmi toplantılarda başka bir dil kullanmak bu maddeye aykırıdır.","Hayır, bu uygulama Anayasanın 3. Maddesi'ne aykırı değildir. Anayasanın 3. Maddesi, resmi dili Türk dili olarak belirliyorsa, belediye başkanı, resmi toplantılarda başka bir dil kullanmayı zorunlu hale getirebilir.",
53,meta-llama/Llama-3.2-3B-Instruct,"Bir belediye, yerel yönetimde herkesin yaşama hakkının sınırlandırılabileceğini kararlaştırmıştır. Bu uygulama Anayasanın 17. Maddesi'ne aykırı mıdır?","Evet, Anayasanın 17. Maddesi, herkesin yaşama hakkına sahip olduğunu ve bu hakkın ancak kanunlarla düzenlenebileceğini vurgular. Bu tür bir uygulama Anayasa'ya aykırıdır.","Hayır, bu uygulama Anayasanın 17. Maddesi'ne aykırı değildir. Anayasanın 17. Maddesi, her bir bireyin yaşama hakkının sınırlanmasını yasaklamaktadır. Bu uygulama, yerel yönetimin yetkisi withinin sınırlarını belirlemek için yetkilidir.",
54,meta-llama/Llama-3.2-3B-Instruct,"Anayasa madde 80'e göre, milletvekillerinin türkiye'yi temsil etme yetkisinin sınırlandırılmasında hangi ilkeler gözetilir","Anayasa madde 80'e göre, milletvekillerinin türkiye'yi temsil etme yetkisinin sınırlandırılmasında kanunilik, demokratik toplum düzeninin gereklerine uygunluk ve ölçülülük ilkeleri gözetilir. bu sınırlamalar, milletvekillerinin temsil yetkisini ihlal etmemeli ve bireylerin demokratik temsiliyetini kısıtlamamalıdır.","Anayasa madde 80'e göre, milletvekillerinin türkiye'yi temsil etme yetkisinin sınırlandırılmasında, kamuoyu, kamu görevleri, kamu görevi ile görevli being, kamu görevi ile görevli being, kamu görevi ile görevli being, kamu görevi ile görevli being, kamu görevi ile görevli being, kamu görevi ile görevli being, kamu görevi ile görevli being, kamu görevi ile görevli being, kamu",
55,meta-llama/Llama-3.2-3B-Instruct,Kişinin rızası olmadan kişisel veriler hangi şartlarda işlenebilir?,"Kanunlarda açıkça öngörülmesi, fiili imkansızlık nedeniyle rızasını açıklayamayacak durumda olan kişinin hayatı veya beden bütünlüğünün korunması, bir sözleşmenin kurulması veya ifası için gerekli olması, veri sorumlusunun hukuki yükümlülüğünü yerine getirebilmesi, ilgili kişinin kendisi tarafından alenileştirilmiş olması, bir hakkın tesisi, kullanılması veya korunması için veri işlemenin zorunlu olması, veri sorumlusunun meşru menfaatleri için veri işlemenin zorunlu olması.","Kişi rızası olmadan kişisel veriler, kamu yararına, kamu görevi, kamu interestsine, kamu sağlığı ve kamu güvenliği için işlenebilir.",
56,meta-llama/Llama-3.2-3B-Instruct,Vergi affı sonrasında borçların ödenmemesi durumunda ne olur?,"Vergi affı sonrasında borçların ödenmemesi durumunda, mükellef affın sağladığı avantajları kaybeder ve borç yeniden yapılandırılmadan önceki haline döner.","Vergi affı sonrasında borçların ödenmemesi durumunda, bu borçlar 10 yıl süreyle taksitli olarak ödenmelidir.",
57,meta-llama/Llama-3.2-3B-Instruct,Bir kişi facebook üzerinden tehdit mesajları gönderdiğinde ne tür yasal işlemler yapılmalıdır?,"Facebook üzerinden tehdit mesajları gönderildiğinde, ilgili platforma şikayette bulunmalı ve yetkili makamlara suç duyurusunda bulunarak hukuki işlemleri başlatmalısınız.","Bir kişi facebook üzerinden tehdit mesajları gönderdiğinde, bu durumun Facebook'a bildirmesi ve polonya hukukuna göre tehdit suçunu işlediğini belirten bir dava açması gerekir. Bu durumun Facebook tarafından da incelenmesi ve bu kişiye karşı yasal işlemlerin başlatılması gerekir.",
58,meta-llama/Llama-3.2-3B-Instruct,Mülkiyetin devri nedir?,"Mülkiyetin devri, bir malın mülkiyetinin bir kişiden başka bir kişiye geçmesi işlemidir.","Mülkiyetin devri, bir varlığın mülkiyetini bir başka varışa devretme işlemidir. Bu işlem, mülkiyetin transferi ve mülkiyetin newçenin eline geçmesi anlamına gelir. Mülkiyetin devri, bir contractual agreement ya da bir davanın outcome'u ile gerçekleşebilir. Mülkiyetin devri, mülkiyetin transferi ile sonuçlanır ve mülkiyet newçenin eline",
59,meta-llama/Llama-3.2-3B-Instruct,Uluslararası yatırım hukuku nedir?,"Uluslararası yatırım hukuku, yabancı yatırımların korunması, teşvik edilmesi ve yönetimi ile ilgili kuralları belirleyen hukuk dalıdır. i̇kili yatırım anlaşmaları bu hukukun temelini oluşturur.","Uluslararası yatırım hukuku, uluslararası investment law'un bir alt dalıdır. Bu dal, uluslararası investment hak ve yükümlülüklerini düzenleyen bir hukuki sistemdir. Uluslararası yatırım hukuku, uluslararası investment hak ve yükümlülüklerini düzenleyen bir hukuki sistemdir.",
60,meta-llama/Llama-3.2-3B-Instruct,Tbmm üyeleri hangi tür işlerde çalışamaz ve hangi görevlerde bulunamazlar?,"Tbmm üyeleri, devlet ve diğer kamu tüzel kişilerinde ve bunlara bağlı kuruluşlarda; devletin veya diğer kamu tüzelkişilerinin doğrudan veya dolaylı olarak katıldığı teşebbüs ve ortaklıklarda; özel gelir kaynakları ve özel imkanları kanunla sağlanmış kamu yararına çalışan derneklerin ve devletten yardım sağlayan ve vergi muafiyeti olan vakıfların, kamu kurumu niteliğindeki meslek kuruluşları ile sendikalar ve bunların üst kuruluşlarının ve katıldıkları teşebbüs veya ortaklıkların yönetim ve denetim kurullarında görev alamazlar, vekili olamazlar, herhangi bir taahhüt işini doğrudan veya dolaylı olarak kabul edemezler, temsilcilik ve hakemlik yapamazlar. (madde 82)","TBMM üyeleri, yargı, yargıçlık, yargıçlık, yargıçlık, yargıçlık, yargıçlık, yargıçlık, yargıçlık, yargıçlık, yargıçlık, yargıçlık, yargıçlık, yargıçlık, yargıçlık, yargıçlık, yargıçlık, y",
61,meta-llama/Llama-3.2-3B-Instruct,Hakimler ve savcılar kurulu'nun uluslararası benzerleri nelerdir,"Hakimler ve savcılar kurulu'na benzer kurumlar, birçok ülkede yargı mensuplarının atanması, terfisi ve disiplin işlemlerini yürüten anayasal organlar olarak faaliyet gösterir.","Hakimler ve savcılar kurulu'nun uluslararası benzerleri, Avrupa Birliği'ne bağlı ülkelerin hakimler ve savcılar kuruluşlarıdır. Bu kuruluşlar, hak ve yargı sistemlerini geliştirmek, hak ve yargı sistemlerini uluslararası standardlara uyur hale getirmek ve hak ve yargı sistemlerini geliştirmek için bir araya gelmektedir.",
62,meta-llama/Llama-3.2-3B-Instruct,"Bir belediyedeki mahalli idare, belediye halkının mahalli müşterek ihtiyaçlarını karşılamak üzere kurulmuş ve karar organları seçimle işbaşına gelmemiştir. Bu durum Anayasanın 127. Maddesi'ne uygun mudur?","Hayır, Anayasanın 127. Maddesi, mahalli idarelerin belediye halkının mahalli müşterek ihtiyaçlarını karşılamak üzere kurulmasını ve karar organlarının seçimle işbaşına gelmesini öngörür. Bu durum maddeye aykırıdır.","Hayır, bu durum Anayasanın 127. Maddesi'ne uygun değildir.",
63,meta-llama/Llama-3.2-3B-Instruct,İş yerinde performans düşüklüğü nedeniyle işten çıkarıldım haklarım nelerdir,Performans düşüklüğü nedeniyle işten çıkarıldıysanız i̇ş kanunu kapsamında çeşitli haklarınız bulunmaktadır öncelikle işvereninizin performans değerlendirmelerini ve uyarılarını inceleyin haksız bir işten çıkarma olduğunu düşünüyorsanız işe iade davası açabilirsiniz ayrıca kıdem tazminatı ihbar tazminatı ve diğer işçi alacaklarınızı talep edebilirsiniz,"İşten çıkarılma nedeniyle haklar:
- İşveren tarafından işten çıkarılma nedeniyle mazeretli veya mazeretsiz olarak işten çıkarıldığınız takdirde, işveren tarafından işveren tarafından işveren ile işçi arasında yapılan iş sözleşmesi ile belirlenen ücretin 3 ay kadar olan miktarda mazeretli olarak işten çıkarılma nedeniyle ödenmesi gereken ücreti alabilirsiniz.
- İşveren tarafından işten çıkar",
64,meta-llama/Llama-3.2-3B-Instruct,Anayasanın 34. Maddesi Sizce Neden Önemlidir?,Herkesin önceden izin almaksızın toplantı ve gösteri yürüyüşü düzenleme hakkına sahip olduğunu belirlediği için önemlidir.,"Anayasanın 34. Maddesi, bireylerin ve kamu kuruluşlarının hak ve özgürlüklerini koruma amacını taşıyor. Bu madde, bireylerin ve kamu kuruluşlarının bireylerin ve kamu kuruluşlarının hak ve özgürlüklerini koruma amacını taşıyor. Bu madde, bireylerin ve kamu kuruluşlarının hak ve özgürlüklerini koruma amacını taşıyor",
65,meta-llama/Llama-3.2-3B-Instruct,Nafaka ödemelerinde gecikmeler hakaret etme hakkı verir mi?,"Hayır, nafaka ödemelerindeki gecikmeler hakaret etme hakkını vermez. şikayet edebilirsiniz.",Hayır. Nafaka ödemelerinde gecikmeler hakaretme hakkı vermez. Nafaka ödemelerinde geciklementsiz ve zamanında ödenmesi gereken nafakalar için nafaka davası açılabilir.,
66,meta-llama/Llama-3.2-3B-Instruct,Vatan hizmetinin yerine getirilmesinde vatandaşların sorumlulukları nelerdir,"Vatandaşlar, vatan hizmetini yerine getirmek, ulusal savunma ve güvenlik görevlerine katılmak ve yasalarla belirlenen hizmetleri yerine getirmekle sorumludur. bu, vatandaşlık bilincinin bir parçasıdır.","Vatandaşların vatan hizmetinde sorumlulukları, vatanın korunması, milliyetçilik, ulusal birlik, demokrasi ve hukukun üstünlüğü gibi konularda aktif olarak participation ve participation yapmalarıdır.",
67,meta-llama/Llama-3.2-3B-Instruct,"Müteahhit ile yapılan sözleşmede peşinat verildi, müteahhit cayma halinde 15 gün içinde ödeme yapacağını belirtti ama şimdi ödeme yapmıyor. ne yapmalıyım?",Noter aracılığıyla ihtarname gönderip sözleşmeyi feshedin. peşinatı geri almak için dava açmanız gerekebilir.,Müteahhitin cayma talebi ile ilgili olarak müteahhitin cayma talebi ile ilgili olarak müteahhitin cayma talebi ile ilgili olarak müteahhitin cayma talebi ile ilgili olarak müteahhitin cayma talebi ile ilgili olarak müteahhitin cayma talebi ile ilgili olarak müteahhitin cayma talebi ile ilgili olarak müteahhitin cayma tale,
68,meta-llama/Llama-3.2-3B-Instruct,"Anayasa madde 104'e göre, cumhurbaşkanının görev ve yetkilerinin ihlali hangi durumlarda söz konusu olur","Anayasa madde 104'e göre, cumhurbaşkanının görev ve yetkilerinin ihlali, anayasa'nın uygulanmasını gözetmemesi veya devlet organlarının düzenli ve uyumlu çalışmasını sağlamaması durumunda söz konusu olur. devlet, bu tür ihlalleri önlemek ve cumhurbaşkanının görev ve yetkilerini korumakla yükümlüdür.","Anayasa madde 104'e göre cumhurbaşkanının görev ve yetkilerinin ihlali, cumhurbaşkanın yargılamadan istifa etmesi, yargılamadan görevden alınması, yargılamadan görevden alınması, yargılamadan görevden alınması, yargılamadan görevden alınması, yargılamadan görevden alınması, yargılamadan görevden alınması, yargı",
69,meta-llama/Llama-3.2-3B-Instruct,Okulda çocuğuma yönelik ayrımcılık yapıldığını düşünüyorum ne yapmalıyım,"Anayasa'nın 42. maddesi eğitim hakkını güvence altına alır. çocuğunuza yönelik ayrımcılık yapıldığını düşünüyorsanız, okul yönetimiyle durumu görüşüp çözüm talep edebilir, çözüm bulamazsanız milli eğitim bakanlığı'na şikayette bulunabilirsiniz.","Okulda çocuğuma yönelik ayrımcılık yapıldığını düşünüyorsanız, ilk olarak çocukunuzun durumunu ve ayrımcılığın naturelini belirlemek için çocukunuzla ve okulunuzla iletişime girin. Bu durum, okul managementine veya il/ilçe eğitim müdürlüğüne bildirmek de possible.",
70,meta-llama/Llama-3.2-3B-Instruct,"Anayasa madde 47, devletleştirme ve özelleştirme işlemlerinin korunması için ne tür tedbirler alınacağını düzenler","Anayasa madde 47, devletleştirme ve özelleştirme işlemlerinin korunması için devletin, bu işlemleri anayasal ve kanuni düzenlemelere uygun olarak gerçekleştirmesini düzenler. devlet, devletleştirme ve özelleştirme işlemlerini adil ve hukuka uygun olarak gerçekleştirmek zorundadır.","Anayasa madde 47, devletleştirme ve özelleştirme işlemlerinin korunması için kamu malı ve kamu servetinin korunması için tedbirler alınmasını düzenler.",
71,meta-llama/Llama-3.2-3B-Instruct,Seyahat hürriyeti nedir,"Seyahat hürriyeti, bireylerin türkiye sınırları içinde ve yurt dışında serbestçe dolaşabilme ve seyahat edebilme özgürlüğünü ifade eder. bu hak, bireylerin hareket serbestisini güvence altına alır.","Seyahat hürriyeti, bir bireyin kendi isteği ve istirahatine uygun olarak bir yerden diğerine seyahat edebilmesi ve bu seyahatlerdeki her türlü hak ve özgürlüğü ifade eder.",
72,meta-llama/Llama-3.2-3B-Instruct,"Apartman yönetimi, ödemeleri yapmadığında hangi hukuki adımları atabilir?","Ödemeleri yapmadığında, yönetici kararları uygulamak zorundadır ve ödeme yapılmasını sağlamak için yasal yollara başvurabilir.","Apartman yönetimi, ödemeleri yapmadığında, mahkeme ile dava açabilir. Mahkeme, apartman managementinin ödemeleri yapmaması nedeniyle apartman sahiplerine karşı dava açabilir. Apartman managementi, ödemeleri yapmadığında, apartman sahiplerine karşı dava açabilir ve mahkeme, apartman managementinin ödemeleri yapmaması nedeniyle apartman sahiplerine karşı ceza verabilir.",
73,meta-llama/Llama-3.2-3B-Instruct,"Anayasa madde 63'e göre, tarih, kültür ve tabiat varlıklarının korunması hakkının ihlali hangi durumlarda söz konusu olur","Anayasa madde 63'e göre, tarih, kültür ve tabiat varlıklarının korunması hakkının ihlali, bu varlıkların korunmasının hukuka aykırı olarak sınırlandırılması veya zarar görmesi durumunda söz konusu olur. devlet, bu tür ihlalleri önlemek ve tarih, kültür ve tabiat varlıklarının korunması hakkını korumakla yükümlüdür.","Anayasa madde 63'e göre, tarih, kültür ve tabiat varlıklarının korunması hakkının ihlali, kamu malı, kamu serveti, kamu menfaati, kamu hukukuna aykırı, kamu hukukuna aykırı, kamu hukukuna aykırı, kamu hukukuna aykırı, kamu hukukuna aykırı, kamu hukukuna aykırı, kamu hukukuna",
74,meta-llama/Llama-3.2-3B-Instruct,"Mirasçılar, miras bırakanın borçlarını ödemek zorunda mıdır?","4721 sayılı Türk Medeni Kanunu'na göre, mirasçılar, miras bırakanın borçlarından miras payları oranında sorumludur. Yargıtay içtihatları, mirasçıların borçların ödenmesi konusunda hak ve yükümlülüklerini belirler.","Hayır, mirasçılar miras bırakanın borçlarını ödemek zorunda değildir. Mirasçılar, miras bırakanın borçlarını ödemekle görevli değildir. Miras bırakanın borçlarını ödemekle görevli olan, miras bırakanın borçlarını ödemekle görevli olan vekillerdir.",
75,meta-llama/Llama-3.2-3B-Instruct,"Bir sivil toplum kuruluşu, gençlerin korunma hakkının yasal dayanak olmaksızın kısıtlanması gerektiğini savunmaktadır. Bu durum Anayasanın 58. Maddesi'ne aykırı mıdır?","Evet, Anayasanın 58. Maddesi Türkiye Devleti'nin, devletin gençleri koruma ve geliştirme yükümlülüğüne sahip olduğunu belirtir. Bu tür bir savunma Anayasa'ya aykırıdır.","Hayır, bu durum Anayasanın 58. Maddesi'ne aykırı değildir. Anayasanın 58. Maddesi, ""Hak ve özgürlüklerin kısıtlanması, her bir bireyin ve toplumun hak ve özgürlüklerinin kısıtlanması, her bir bireyin ve toplumun hak ve özgürlüklerinin kısıtlanması, her bir bireyin ve toplumun hak ve özgürlüklerinin",
76,meta-llama/Llama-3.2-3B-Instruct,Toplanma ve karar yeter sayısının belirlenmesindeki anayasal ilkeler nelerdir,"Anayasal ilkeler, tbmm'nin etkin ve demokratik bir şekilde çalışmasını sağlamak amacıyla toplanma ve karar yeter sayılarını belirler. bu ilkeler, yasama sürecinin düzenli işlemesini temin eder.","Toplanma ve karar yeter sayısının belirlenmesinde, her iki gruba da eşit saygı ve saygınlık gösterilmesi, her iki gruba da eşit hak ve özgürlükler verilmesi, her iki gruba da eşit hak ve özgürlükler verilmesi, her iki gruba da eşit hak ve özgürlükler verilmesi, her iki gruba da eşit hak ve özgürlükler verilmesi, her iki gruba da eşit",
77,meta-llama/Llama-3.2-3B-Instruct,Nişanlılığın bozulması nedeniyle hediyeleri geri talep edebilir miyim?,"Evet, türk medeni kanunu'na göre nişanlılık evlilik dışında bir sebeple sona ererse, nişanlılar birbirlerine vermiş oldukları hediyeleri geri talep edebilirler.","Evet, nişanlılığın bozulması nedeniyle hediyeleri geri talep edebilirsiniz. Nişanlıkların bozulmasıyla birlikte hediyelerin hukuki olarak geçersiz olduğu kabul edilir. Bu nedenle, nişanlıkların bozulması nedeniyle hediyeleri geri talep edebilirsiniz.",
78,meta-llama/Llama-3.2-3B-Instruct,Hakimlerin ve Savcıların Bağımsızlığı Hangi Anayasa Maddesinde Belirtilmiştir?,140. maddede.,Anayasa'nın 102. maddesinde belirlenmiştir.,
79,meta-llama/Llama-3.2-3B-Instruct,"Eğer annemin üzerine olan taşınmazlar, yanlış beyanlarla diğer kardeşim tarafından alındıysa ne yapabilirim?","Miras payınızı korumak için tenkis davası açabilirsiniz. bu dava, mirasçıların saklı paylarını aşan tasarrufların iptalini talep etmenizi sağlar.","Yanlış beyanlarla alındığı için taşınmazı annenize iade edebilirsiniz. Bu durum, hukuki olarak bir problem oluşturmaz.",
80,meta-llama/Llama-3.2-3B-Instruct,"Sanık, bir internet platformunda sahte haberler yayımlayarak kamuoyunu yanıltırsa, hangi suçlamalar gündeme gelir?","Sanık, internet platformunda sahte haberler yayımlayarak kamuoyunu yanıltırsa, 'yanıltıcı bilgi yayma', 'kamuoyunu yanıltma' ve 'medya etik kurallarını ihlal' suçlarıyla karşılaşabilir. Bu suçlar, hapis cezası ve/veya para cezası ile sonuçlanabilir ve yayımlanan bilgilerin düzeltilmesi gerekebilir.","Sanık, bir internet platformunda sahte haberler yayımlayarak kamuoyunu yanıltırsa, haksız yere lanetme, lanetleme ve kamuoyunu yanıltma suçları gündeme gelir.",
81,meta-llama/Llama-3.2-3B-Instruct,"Anayasa madde 33, dernek kurma hürriyetinin korunması için hangi güvenceler sağlar","Anayasa madde 33, dernek kurma hürriyetinin korunması için, kişilerin önceden izin almaksızın dernek kurma, derneğe üye olma ve üyelikten ayrılma özgürlüğünün anayasal güvence altında olduğunu belirterek güvenceler sağlar. bu hüküm, örgütlenme ve ifade hürriyetini güvence altına alır. devlet, dernek kurma hürriyetini korumak için gerekli tedbirleri almak zorundadır.","Anayasa madde 33, dernek kurma hürriyetinin korunması için dernek kurma izni, dernek kurma izni almayan dernekler, dernek kurma izni verilmeden dernek kurma, dernek kurma izni verilmeden dernek kurma ve dernek kurma izni verilmeden dernek kurma gibi güvenceleri sağlar.",
82,meta-llama/Llama-3.2-3B-Instruct,Anayasanın değiştirilmesi teklif edilemeyecek hükümleri nelerdir?,"Anayasanın ilk üç maddesi, değiştirilmesi teklif edilemeyecek hükümlerdir.","Anayasanın değiştirilmesi teklif edilemeyecek hükümler, Anayasanın temel yapısı, Anayasanın temel hak ve özgürlükler, Anayasanın temel kuruluş ve görevleri, Anayasanın temel ilkesi ve Anayasanın temel amaçlarıdır.",
83,meta-llama/Llama-3.2-3B-Instruct,Kooperatif Ödemelerimizi Geri Almak İçin Dava Açarak Daha Kolay Alabilir Miyiz?,"Her Ortağın Kooperatiften Çıkma Hakkı Vardır. Çıkış, Ancak Bir Hesap Senesi Sonu İçin ve En Az 6 Ay Önceden Haber Verilerek Yapılır. Haklı ve Önemli Sebeplerin Varlığı Halinde Kooperatiften Çıkabilir ve Ödediklerinizi İsteyebilirsiniz.","Hayır, kooperatif ödemeleri için dava açarak daha kolay alamazsınız. Kooperatifler, membersinin ödemenin yapıldığı tarihten itibaren 30 gün içinde ödemenin geri alınmasını isteyebilir. Bu süre zarfında dava açarak ödemenin geri alınmasını isteyemezsiniz. Kooperatifler, membersinin ödemenin yapıldığı tarihten itibaren 30 gün içinde öd",
84,meta-llama/Llama-3.2-3B-Instruct,İş sözleşmesinde belirtilen şartlar değiştirilebilir mi?,"İş sözleşmesinde belirtilen şartlar, işveren ve işçinin karşılıklı anlaşmasıyla değiştirilebilir. ancak, işçinin rızası olmadan yapılan değişiklikler geçersizdir.","Hayır, iş sözleşmesinde belirtilen şartlar değiştirilemez. İş sözleşmesi, işveren ve işçi arasında yapılan bir antlaşma olarak kabul edilir. Bu antlaşma, işveren ve işçi arasında yapılan bir anlaşma olarak kabul edilir. İş sözleşmesinde belirtilen şartlar değiştirilemez. İşveren ve işçi arasında yapılan antlaşma, iş sözleşmesi olarak kabul edilir. Bu antlaşma, işveren ve işçi arasında yapılan bir anlaşma",
85,meta-llama/Llama-3.2-3B-Instruct,Eşimle Aramızda Fiziksel Şiddet Olayı Oldu. Eşim Bana Tazminat Davası Açtı ve Ben de Boşanma Davası Açtım. Ne Olur?,"Her Ne Sebeple Olursa Olsun Eşe Uygulanan Fiziksel Şiddet, Boşanmada Erkeğin Kusurlu Sayılması İçin Yeterlidir. Eşinizin Sizi Tahrik Etmesi, Üstünüze Çok Gelmesi İse Sadece Tazminatta İndirime Yol Açar. Olayın Ayrıntıları Durumu Değiştirebilir. Ancak Bu Kısa Açıklamanıza Göre Sizin Boşanma Davanızın Red, Eşinizin Tazminat Davasının Kabul ile Sonuçlanması Yüksek İhtimaldir. Sonuç Olarak İşin Uzmanı Bir Avukattan Hukuki Yardım Almanızı Şiddetle Tavsiye Ederiz.","Eşimle aramızda fiziksel şiddet olayı occurred. Eşim bana tazminat davası açtı ve ben de boşanma davası açtım. Bu durumda, eşimin tazminat davası açması ve ben de boşanma davası açması, iki farklı dava türüdür. Tazminat davası, eşimin fiziksel şiddet olayı nedeniyle bana gâyledikleri zararı tazminet etmek için açılan bir davad",
86,meta-llama/Llama-3.2-3B-Instruct,Anayasanın 12. Maddesi Hangi Konuyu Ele Alır?,Temel hak ve hürriyetleri ele alır.,"Anayasanın 12. Maddesi, Anayasanın Yürütme, Yargı ve Yürütme Yönetimi ile Yürütme Yönetiminin Yürütme Yönetimi ile Yargı Yönetimi arasında olan ilişkileri düzenler.",
